Category,Review
0,"an improvement on the feeble examples of big-screen poke-mania that have preceded it ."
1,"has a shambling charm . . . a cheerfully inconsequential diversion ."
1,"ferrara directs the entire film with the kind of detachment that makes any given frame look like a family's custom-made christmas card ."
1,"the movie has lots of dancing and fabulous music . there are slow and repetitive parts , but it has just enough spice to keep it interesting ."
0,"a picture as erratic as its central character ."
0,"whatever satire lucky break was aiming for , it certainly got lost in the " soon-to-be-forgettable " section of the quirky rip-off prison romp pile . it's petty thievery like this that puts flimsy flicks like this behind bars"
0,"the package in which this fascinating -- and timely -- content comes wrapped is disappointingly generic ."
1,"as a belated nod to some neglected all-stars , standing in the shadows of motown is cultural history of the best kind : informative , revealing and richly entertaining ."
0,"guys say mean things and shoot a lot of bullets . some of the characters die and others don't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares ."
1,"even if the ride's a little bumpy , with a final lap that's all too suspiciously smooth , you gotta give director roger michell , best known for the superfluous notting hill , credit for trying ."
0,"wildly incompetent but brilliantly named half past dead -- or for seagal pessimists : totally past his prime ."
1,"not as distinctive or even as humorous as its needs to be to stand out , but it has clearly been made with affection and care ."
1,"ofrece una buena oportunidad de cultura ( aunque sea condensada ) que bien vale la pena aprovechar ."
1,". . . one of the most ingenious and entertaining thrillers i've seen in quite a long time ."
0,"this mild-mannered farce , directed by one of its writers , john c . walsh , is corny in a way that bespeaks an expiration date passed a long time ago ."
0,"a bit too eager to please ."
1,"es divertida , visualmente espectacular y muy entretenida . simple y sencillamente te sorprenderá ."
0,"you'd be hard put to find a movie character more unattractive or odorous [than leon] ."
1,"theirs is a simple and heart-warming story , full of mirth that should charm all but the most cynical ."
1,"the film is an enjoyable family film -- pretty much aimed at any youngster who loves horses ."
0,"so-so entertainment ."
0,"one scene after another in this supposedly funny movie falls to the floor with a sickening thud ."
0,"'the château is never quite able to overcome the cultural moat surrounding its ludicrous and contrived plot . '"
0,"meyjes focuses too much on max when he should be filling the screen with this tortured , dull artist and monster-in-the- making ."
0,"jacobi , the most fluent of actors , is given relatively dry material from nijinsky's writings to perform , and the visuals , even erotically frank ones , become dullingly repetitive ."
0,"crudup's screen presence is the one thing that holds interest in the midst of a mushy , existential exploration of why men leave their families ."
1,"it dares to be a little different , and that shading is what makes it worthwhile ."
1,"[fessenden] is much more into ambiguity and creating mood than he is for on screen thrills"
0,"despite terrific special effects and funnier gags , harry potter and the chamber of secrets finds a way to make j . k . rowling's marvelous series into a deadly bore ."
1,"the comic performances are all spot on , especially lee ross's turn as ken ."
0,"an incredibly narrow in-joke targeted to the tiniest segment of an already obscure demographic ."
0,"the only thing i laughed at were the people who paid to see it ."
0,"all of the elements are in place for a great film noir , but director george hickenlooper's approach to the material is too upbeat ."
0,"the hackneyed story about an affluent damsel in distress who decides to fight her bully of a husband is simply too overdone ."
0,"the phone rings and a voice tells you you've got seven days left to live . then you get another phone call warning you that if the video isn't back at blockbuster before midnight , you're going to face frightening late fees . o . k . , not really ."
1,"pretty darn good , despite its smarty-pants aura ."
1,"so young , so smart , such talent , such a wise * * * ."
1,"woo's fights have a distinct flair . his warriors collide in balletic explosion that implies an underlying order throughout the chaos ."
0,". . . a cheap , ludicrous attempt at serious horror ."
0,"those of you who are not an eighth grade girl will most likely doze off during this one ."
1,". . . an agreeable time-wasting device -- but george pal's low-tech 1960 version still rules the epochs ."
0,"befuddled in its characterizations as it begins to seem as long as the two year affair which is its subject"
0,"from beginning to end , this overheated melodrama plays like a student film ."
1,"offers an unusual opportunity to observe the inequities in the death penalty , not just the inherent immorality but also the haphazard administration of it and public misperception of how the whole thing works ."
